FirstName,Surname,Gender
Nabendu,Sekhar,Male
Himadri,Roychowdhury,Male
Koel,Biswas,Female
Rimi,Barua,Female
Warisha,Ghoshal,Female
Arindam,Moitra,Male
Gargi,Ray,Female
Nabaneeta,Munshi,Female
Partha,Mukherjee,Male
Payel,Bagchi,Female
Riya,Pal,Female
Eshani,Koley,Female
Vikram,Dey,Male
Gouranga,Barik,Male
Anik,Hossain,Male
Dibakar,Jana,Male
Farhanul,Khan,Male
Indrani,Ray,Female
Varun,Sengupto,Male
Kamal,Bera,Male
Liton,Barai,Male
Quadir,Khatun,Male
Hrithik,Deb,Male
Kaushik,Kundu,Male
Oindrila,Mukherjee,Female
Velan,Nandi,Male
Velan,Mukhopadhyay,Male
Himadri,Ray,Male
Niladri,Bhattacharya,Male
Oindrila,Sinha,Female
Indrani,Pal,Female
Aritra,Moitra,Male
Upal,Mukhopadhyay,Male
Kaberi,Hossain,Female
Oishee,Sen,Female
Moumita,Sengupta,Female
Xarina,Chowdhury,Female
Koyel,Mazumdar,Female
Oishani,Kundu,Female
Somnath,Chakma,Male
Manas,Mukhopadhyay,Male
Warisha,SenGupta,Female
Sweta,Sultana,Female
Riya,Ali,Female
Rimi,Bhuiyan,Female
Gargi,Barua,Female
Biplab,GhoshDastidar,Male
Bikram,Chakraborty,Male
Kaushik,Ganguly,Male
Komal,Lodh,Female
Rupak,Roychowdhury,Male
Ishaan,Mondal,Male
Kamal,Sarkar,Male
Zahir,GhoshDastidar,Male
Rupak,Nandi,Male
Faria,Pal,Female
Mitali,Ghosh,Female
Tina,Gazi,Female
Mithun,Dey,Male
Animesh,Gazi,Male
Subhash,Halder,Male
Upoma,Bhuiyan,Female
Joy,Hossain,Male
Varun,Lodh,Male
Zinia,Bagchi,Female
Dwij,Pal,Male
Quadir,Banerjee,Male
Himadri,Chakraborty,Male
Dwaipayan,Khan,Male
Jaya,Khan,Female
Madhuri,Poddar,Female
Indrani,Mondal,Female
Yasmin,Chakma,Female
Riya,Banerjee,Female
Ipsita,Bera,Female
Wahid,Basak,Male
Tina,Sarkar,Female
Jayanta,Paul,Male
Rimi,SenGupta,Female
Rupali,Ray,Female
Dwaipayan,Bhowmik,Male
Arindam,Ghosh,Male
Jharna,Bhowmik,Female
Ravi,Rahman,Male
Utpal,Karmakar,Male
Deep,Gazi,Male
Gulshan,Poddar,Male
Wahid,Halder,Male
Pratik,Basak,Male
Qayum,Sultana,Male
Vikram,Chatterjee,Male
Debjit,Mondal,Male
Oishee,Ghoshal,Female
Joy,Datta,Male
Manisha,Sen,Female
Qayum,Jana,Male
Elina,Chakraborty,Female
Rupak,Chakma,Male
Anik,Deb,Male
Bishal,Sultana,Male
Wahid,Bhowmik,Male
Quadir,Sikdar,Male
Farida,Chakrabarti,Female
Laxmi,Mukherjee,Female
Laboni,Kundu,Female
Biplab,Roychowdhury,Male
Manisha,Mukherjee,Female
Ravi,Banerjee,Male
Moumita,Gazi,Female
Mrinmoy,Naskar,Male
Indranil,Roy,Male
Ishita,Mukherjee,Female
Palash,Kar,Male
Tanmay,Deb,Male
Eshani,Basak,Female
Tumpa,Sekhar,Female
Pritha,Chatterjee,Female
Rupak,Mukhopadhyay,Male
Aritra,Biswas,Male
Deep,Koley,Male
Debasis,Adhikary,Male
Subhasis,SenGupta,Male
Oishee,Adhikary,Female
Chandan,Koley,Male
Jharna,Adhikary,Female
Bappa,Khan,Male
Faria,Mandal,Female
Zarin,Poddar,Female
Namita,Roychowdhury,Female
Zarin,Sen,Female
Joydeep,Halder,Male
Pradip,Chakrabarti,Male
Ranjit,Rahman,Male
Animesh,Ghosh,Male
Zarin,Ghoshal,Female
Partha,GhoshDastidar,Male
Tuhina,Bhuiyan,Female
Gopal,Roychowdhury,Male
Madhuri,Kar,Female
Arindam,Mukherjee,Male
Krittika,Mandal,Female
Ipsita,Mandal,Female
Himadri,Koley,Male
Upoma,Halder,Female
Nikhil,SenGupta,Male
Bappa,Kar,Male
Velan,Saha,Male
Gulshan,Mazumder,Male
Pradip,Munshi,Male
Pritha,Sengupta,Female
Suchitra,Basu,Female
Arpan,Basu,Male
Rukmini,Khan,Female
Mrinmayee,Paul,Female
Tapas,Rahman,Male
Palash,Bhuiyan,Male
Vikram,Talukdar,Male
Rupali,Dey,Female
Yash,DuttaChoudhury,Male
Zarin,Paul,Female
Bappa,Majumdar,Male
Tuhina,Sengupta,Female
Pradip,Nandi,Male
Vikram,Koley,Male
Jharna,Bera,Female
Sourav,Kundu,Male
Joydeep,Naskar,Male
Esha,Majumdar,Female
Nabendu,Dey,Male
Himadri,Khan,Male
Ishita,Kundu,Female
Gouranga,Mitra,Male
Utpal,Banerji,Male
Joydeep,Chatterjee,Male
Deepto,Sengupto,Male
Chandan,SenGupta,Male
Dipankar,Barai,Male
Chiranjit,Mitra,Male
Laboni,Ghoshal,Female
Nabendu,Ghoshal,Male
Xavier,Bhattacharya,Male
Debjit,Sikdar,Male
Elina,Basak,Female
Ravi,Bhuiyan,Male
Somnath,Sinha,Male
Enakshi,Barai,Female
Farhanul,Mazumdar,Male
Joydeep,Paul,Male
Gouranga,Mazumder,Male
Gulshan,Datta,Male
Naina,Halder,Female
Pritha,Ghosh,Female
Mrinmayee,Basak,Female
Ipsita,Chakraborty,Female
Tumpa,Ghosalkar,Female
Sourav,Halder,Male
Suchismita,Barai,Female
Pradip,Basu,Male
Farida,Bagchi,Female
Goutam,Ghoshal,Male
Farhan,Chakraborty,Male
Wasim,Nandi,Male
Ritwik,Bagchi,Male
Manoj,Sengupto,Male
Jayanta,Gazi,Male
Tanmay,Sengupta,Male
Lipika,Sen,Female
Laxmi,Roychowdhury,Female
Soma,Poddar,Female
Ipsita,Saha,Female
Vikram,Saha,Male
Manas,Majumdar,Male
Debjit,Hossain,Male
Kamal,Basak,Male
Tithi,Sinha,Female
Zinia,Bhattacharya,Female
Biplab,Khan,Male
Tithi,Sheikh,Female
Joydeep,Sikdar,Male
Indranil,Sen,Male
Payel,Chowdhury,Female
Mrinmayee,Ray,Female
Ishaan,Nandi,Male
Koyel,Biswas,Female
Pratik,Mandal,Male
Yasmin,Chowdhury,Female
Enakshi,Chowdhury,Female
Qamar,Kar,Male
Upoma,Saha,Female
Subhasis,Khatun,Male
Subhasis,Chakraborty,Male
Subhasis,Chatterjee,Male
Velan,Roychowdhury,Male
Bikram,Basu,Male
Ritwik,Koley,Male
Kajal,Saha,Female
Ishaan,Moitra,Male
Farhan,Lodh,Male
Koel,Majumdar,Female
Tanmay,Bhattacharjee,Male
Chandan,Barua,Male
Gourab,Rahman,Male
Nirupam,Sheikh,Male
Velan,Das,Male
Tanmay,Sikdar,Male
Soma,Sarkar,Female
Manoj,Halder,Male
Nabamita,Munshi,Female
Rupam,Sengupta,Male
Soma,Mazumdar,Female
Subhasis,Ali,Male
Arjun,GhoshDastidar,Male
Purnima,Sengupto,Female
Mrinmayee,Banerjee,Female
Pritha,DuttaChoudhury,Female
Manas,Roy,Male
Tuhina,Roychowdhury,Female
Kaberi,Khatun,Female
Anik,Bera,Male
Ishita,Moitra,Female
Qasim,Ali,Male
Arjun,Barik,Male
Upal,Mazumdar,Male
Faria,Dutta,Female
Oishani,Chakrabarti,Female
Sudip,Majumdar,Male
Tuhina,Sen,Female
Qayum,Bhowmik,Male
Naina,Banerjee,Female
Subhasis,Ghosh,Male
Nabaneeta,Khatun,Female
Zarin,Bagchi,Female
Kajal,Sekhar,Female
Rima,Sekhar,Female
Upoma,Datta,Female
Hiranmay,Chowdhury,Male
Jharna,Chakrabarti,Female
Farhan,Mazumdar,Male
Mitali,Ray,Female
Naina,Bagchi,Female
Gourab,Roy,Male
Oindrila,Pramanik,Female
Liton,Bagchi,Male
Goutam,Bhattacharjee,Male
Elina,Gazi,Female
Rupali,Bagchi,Female
Arjun,SenGupta,Male
Joydeep,Ray,Male
Wasim,Bagchi,Male
Biplab,Mazumdar,Male
Gulshan,Sekhar,Male
Gourab,SenGupta,Male
Pratik,Chakrabarti,Male
Nabaneeta,Bhowmik,Female
Gargi,Bhattacharjee,Female
Puja,Sultana,Female
Jharna,Kundu,Female
Purnima,Mukhopadhyay,Female
Bishal,Ganguly,Male
Ishita,Ganguly,Female
Ranjit,Khan,Male
Rimi,Barik,Female
Krittika,SenGupta,Female
Eshani,Bhattacharjee,Female
Dibakar,Karmakar,Male
Arindam,Lodh,Male
Qayum,Paul,Male
Madhumita,Sikdar,Female
Kamal,Datta,Male
Riya,Sekhar,Female
Indranil,Ghosh,Male
Lipika,Chakma,Female
Bishal,GhoshDastidar,Male
Palash,Mandal,Male
Upal,Kar,Male
Gouranga,Basak,Male
Niladri,Basak,Male
Quadir,Banerji,Male
Ishaan,Bhuiyan,Male
Faria,Jana,Female
Gouranga,Poddar,Male
Eshani,Moitra,Female
Ishaan,Sikdar,Male
Manoj,Sen,Male
Tapas,Bandyopadhyay,Male
Niladri,Roy,Male
Sudip,Kundu,Male
Oishee,Chakraborty,Female
Komal,Bhuiyan,Female
Animesh,Bhuiyan,Male
Pradip,Mukhopadhyay,Male
Ritwik,Kar,Male
Qasim,Paul,Male
Dibakar,Pramanik,Male
Tanmay,Barik,Male
Tumpa,Moitra,Female
Indrani,Biswas,Female
Suchismita,Ali,Female
Jhumur,Halder,Female
Arpan,Chowdhury,Male
Faria,Bhattacharya,Female
Tuhina,Das,Female
Arpan,Chakrabarti,Male
Arjun,Malakar,Male
Krittika,Dutta,Female
Rupak,Barik,Male
Sweta,Kar,Female
Nirupam,Mukherjee,Male
Madhuri,Chatterjee,Female
Lipika,Ray,Female
Tanmay,Bagchi,Male
Tuhina,Ali,Female
Nabaneeta,Mondal,Female
Farida,Roy,Female
Velan,Lodh,Male
Swapan,Pramanik,Male
Rupam,Mukhopadhyay,Male
Lipika,Bhattacharya,Female
Rupam,Sengupto,Male
Yasmin,Kundu,Female
Arindam,Sultana,Male
Upoma,Dey,Female
Krittika,Halder,Female
Sudip,Adhikary,Male
Soma,Rahman,Female
Bishal,Ghosalkar,Male
Somnath,Poddar,Male
Laboni,Bhattacharya,Female
Rima,Mazumdar,Female
Nikhil,Sikdar,Male
Bikram,Gazi,Male
Yogesh,Sikdar,Male
Jaya,DuttaChoudhury,Female
Oishee,Barua,Female
Harsha,Halder,Female
Animesh,Banerjee,Male
Tushar,Mazumdar,Male
Nabendu,Moitra,Male
Deep,Das,Male
Pihu,Ray,Female
Naina,Ganguly,Female
Farhanul,Sekhar,Male
Tumpa,Poddar,Female
Nabaneeta,GhoshDastidar,Female
Tithi,Jana,Female
Deep,Moitra,Male
Indranil,Sarkar,Male
Dwaipayan,Das,Male
Farida,Gazi,Female
Niladri,Mukhopadhyay,Male
Palash,Biswas,Male
Oindrila,Ghosh,Female
Krittika,DuttaChoudhury,Female
Koyel,Talukdar,Female
Hrithik,Chakrabarti,Male
Ranjit,Sengupta,Male
Wasim,Sen,Male
Deepto,Banerji,Male
Aritra,Mitra,Male
Mrinmayee,Sengupto,Female
Utpal,Mazumdar,Male
Nikhil,Rahman,Male
Aritra,Nandi,Male
Deep,Deb,Male
Tanmay,Mukherjee,Male
Naina,Mazumdar,Female
Manoj,Saha,Male
Naina,Sikdar,Female
Yogesh,Roychowdhury,Male
Gourab,Hossain,Male
Arindam,Kundu,Male
Mithun,Kar,Male
Mithun,Khan,Male
Joydeep,Koley,Male
Chiranjit,Dey,Male
Rukmini,Ghosalkar,Female
Qamar,Sultana,Male
Biplab,Sengupto,Male
Tuhina,Chakma,Female
Tuhina,Pal,Female
Farhan,Koley,Male
Tithi,Sen,Female
Ranjit,Kundu,Male
Nirupam,Chakravarty,Male
Subhash,Mondal,Male
Mrinmayee,Gazi,Female
Gourab,Basak,Male
Bikram,Ray,Male
Manas,Bhattacharjee,Male
Madhuri,Chakravarty,Female
Manisha,Gazi,Female
Pritha,Khatun,Female
Zahir,Nandi,Male
Moumita,Poddar,Female
Laxmi,Ganguly,Female
Ipsita,Banerjee,Female
Gulshan,Khatun,Male
Koel,Karmakar,Female
Oishee,Chakravarty,Female
Rima,Ray,Female
Elina,Mukhopadhyay,Female
Qamar,Halder,Male
Krittika,Paul,Female
Yash,Talukdar,Male
Tina,Nandi,Female
Biplab,Talukdar,Male
Tithi,Naskar,Female
Dipankar,Kundu,Male
Mitali,Sarkar,Female
Kaberi,Ganguly,Female
Koel,Sikdar,Female
Manas,Sengupta,Male
Biplab,Bera,Male
Zinia,Chakrabarti,Female
Mrinmayee,Ghoshal,Female
Ishaan,Gazi,Male
Soma,Khatun,Female
Kamal,Halder,Male
Nikhil,DuttaChoudhury,Male
Moumita,Karmakar,Female
Goutam,Pramanik,Male
Tapas,Biswas,Male
Ipsita,Basak,Female
Oindrila,SenGupta,Female
Ranjit,Sen,Male
Bikram,Mondal,Male
Qamar,Sheikh,Male
Arpan,Sarkar,Male
Eshani,Das,Female
Tina,Ghosh,Female
Aritra,Datta,Male
Tapas,Mandal,Male
Animesh,Jana,Male
Suchitra,Dey,Female
Ravi,Sheikh,Male
Hrithik,Saha,Male
Nirupam,Sengupto,Male
Pratik,Mondal,Male
Nabaneeta,Biswas,Female
Farhanul,Chatterjee,Male
Moumita,SenGupta,Female
Subhajit,Chakraborty,Male
Anik,Sheikh,Male
Zinia,Chakraborty,Female
Rukmini,Adhikary,Female
Enakshi,Das,Female
Nabaneeta,Chatterjee,Female
Suchitra,Mondal,Female
Swapan,Barai,Male
Chiranjit,Ghosh,Male
Laxmi,Chakma,Female
Oindrila,Deb,Female
Vikram,Khan,Male
Ishaan,Sarkar,Male
Lopamudra,Banerji,Female
Arindam,Rahman,Male
Tina,Chatterjee,Female
Yogesh,Khatun,Male
Dwaipayan,Majumdar,Male
Komal,Munshi,Female
Sudip,Sengupta,Male
Subhasis,Lodh,Male
Pradip,Sikdar,Male
Tanmay,Chakravarty,Male
Xavier,GhoshDastidar,Male
Faria,Biswas,Female
Subhash,Saha,Male
Vikram,Das,Male
Dwaipayan,Basak,Male
Sweta,SenGupta,Female
Pihu,Roychowdhury,Female
Yogesh,Sheikh,Male
Gourab,Banerjee,Male
Jaya,Kundu,Female
Yogesh,Ghosh,Male
Pihu,Basu,Female
Gulshan,Roychowdhury,Male
Aritra,Bagchi,Male
Debasis,Banerjee,Male
Zahir,Bhuiyan,Male
Farhanul,Malakar,Male
Nabendu,Saha,Male
Gargi,Sarkar,Female
Sudip,Chakma,Male
Zarin,Basak,Female
Moumita,Pal,Female
Esha,Basu,Female
Elina,GhoshDastidar,Female
Dibakar,Nandi,Male
Nabendu,Khatun,Male
Joydeep,Ghosalkar,Male
Zinia,Mitra,Female
Ranjit,Sengupto,Male
Upoma,Banerjee,Female
Pratik,Rahman,Male
Farhan,Khan,Male
Mrinmoy,Karmakar,Male
Upoma,Kar,Female
Yash,Kundu,Male
Payel,Sen,Female
Tuhina,Chakraborty,Female
Rupak,Pal,Male
Dipankar,Poddar,Male
Ranjit,Barik,Male
Jaya,Chowdhury,Female
Arjun,Biswas,Male
Dwij,Rahman,Male
Tuhina,Khan,Female
Tapas,Ghosalkar,Male
Sweta,Basak,Female
Mithun,Mazumder,Male
Oishani,Pal,Female
Chandan,Roychowdhury,Male
Gulshan,Ghosalkar,Male
Namita,Mitra,Female
Deepto,Dey,Male
Velan,Mitra,Male
Niladri,SenGupta,Male
Dwij,Roy,Male
Komal,Roy,Female
Gouranga,Talukdar,Male
Lopamudra,SenGupta,Female
Swapan,Chakravarty,Male
Ishita,Koley,Female
Pradip,Bhuiyan,Male
Arjun,Sen,Male
Quadir,Rahman,Male
Pihu,Saha,Female
Upoma,Barua,Female
Faria,Bera,Female
Tapas,Roychowdhury,Male
Upoma,Munshi,Female
Elina,Lodh,Female
Bappa,Datta,Male
Bappa,Barai,Male
Mrinmoy,Lodh,Male
Rima,Lodh,Female
Farida,Chakravarty,Female
Madhuri,Pal,Female
Lipika,Sarkar,Female
Manisha,Roy,Female
Koel,Moitra,Female
Riya,Adhikary,Female
Subhash,Moitra,Male
Pradip,Moitra,Male
Jayanta,Roychowdhury,Male
Oishani,Khatun,Female
Deep,DuttaChoudhury,Male
Utpal,Sengupta,Male
Quadir,Ghosalkar,Male
Dwij,Sarkar,Male
Arjun,Chakrabarti,Male
Manoj,Chatterjee,Male
Rima,Poddar,Female
Warisha,Sengupta,Female
Wahid,Mukherjee,Male
Warisha,Gazi,Female
Oishee,Chakrabarti,Female
Dwij,Sinha,Male
Dipankar,Sheikh,Male
Utpal,Paul,Male
Namita,Sengupto,Female
Palash,Sengupto,Male
Kaberi,Chatterjee,Female
Goutam,Roy,Male
Rupali,Khatun,Female
Oindrila,Koley,Female
Rupak,Talukdar,Male
Utpal,Sen,Male
Goutam,Poddar,Male
Kamal,Basu,Male
Farhanul,Ghosh,Male
Faria,GhoshDastidar,Female
Xavier,Gazi,Male
Deep,Sen,Male
Palash,Nandi,Male
Farhanul,Ray,Male
Dwij,Chakrabarti,Male
Koel,Basak,Female
Laboni,Majumdar,Female
Manisha,Naskar,Female
Harsha,Ali,Female
Liton,Mazumder,Male
Mrinmayee,Mazumdar,Female
Deep,Mitra,Male
Ishaan,Saha,Male
Ishaan,Adhikary,Male
Gargi,Sekhar,Female
Gulshan,Moitra,Male
Pradip,Khan,Male
Mrinmayee,Mukhopadhyay,Female
Ishaan,GhoshDastidar,Male
Jhumur,Chakma,Female
Soma,Deb,Female
Purnima,Barai,Female
Dwaipayan,SenGupta,Male
Mrinmayee,Lodh,Female
Koyel,SenGupta,Female
Bikram,Roychowdhury,Male
Laxmi,DuttaChoudhury,Female
Swapan,Dutta,Male
Elina,DuttaChoudhury,Female
Velan,Chakma,Male
Jayanta,Basak,Male
Pihu,Lodh,Female
Biplab,Sekhar,Male
Naina,Basu,Female
Koel,Ghoshal,Female
Rupali,Datta,Female
Enakshi,Ghosh,Female
Rupali,Bhowmik,Female
Vikram,Gazi,Male
Quadir,Barik,Male
Harsha,Bera,Female
Laboni,Roy,Female
Velan,Rahman,Male
Komal,Nandi,Female
Bikram,Khan,Male
Laboni,SenGupta,Female
Warisha,GhoshDastidar,Female
Bikram,Adhikary,Male
Subhasis,Sengupta,Male
Harsha,Majumdar,Female
Rimi,Sarkar,Female
Tanmay,Basak,Male
Suchitra,Sengupto,Female
Sourav,Chowdhury,Male
Wasim,Sinha,Male
Nabendu,Kundu,Male
Indrani,Poddar,Female
Vikram,Moitra,Male
Xavier,Sekhar,Male
Aritra,DuttaChoudhury,Male
Niladri,Chakma,Male
Wasim,Biswas,Male
Qayum,Karmakar,Male
Moumita,Koley,Female
Indranil,Adhikary,Male
Gargi,Bagchi,Female
Laboni,Mitra,Female
Vikram,Mazumdar,Male
Harsha,Pal,Female
Hrithik,Ali,Male
Yasmin,Naskar,Female
Subhajit,Moitra,Male
Pratik,Barua,Male
Nabendu,Mandal,Male
Gargi,Deb,Female
Pritha,Barik,Female
Nabaneeta,Talukdar,Female
Rupak,Bhuiyan,Male
Gargi,Poddar,Female
Tapas,Kundu,Male
Hiranmay,Rahman,Male
Enakshi,Poddar,Female
Velan,Poddar,Male
Warisha,Adhikary,Female
Farhan,Sen,Male
Moumita,Sen,Female
Suchitra,Dutta,Female
Tina,Talukdar,Female
Upoma,Pramanik,Female
Hrithik,Pramanik,Male
Subhajit,Ghosh,Male
Wahid,Sengupta,Male
Varun,Ghosalkar,Male
Enakshi,Lodh,Female
Oindrila,Lodh,Female
Upal,Pramanik,Male
Moumita,Ghosh,Female
Rimi,Chakraborty,Female
Koyel,Bagchi,Female
Enakshi,Kar,Female
Quadir,Chowdhury,Male
Xarina,Bandyopadhyay,Female
Manisha,Basak,Female
Nirupam,Barai,Male
Indranil,Nandi,Male
Elina,Mazumdar,Female
Deep,SenGupta,Male
Liton,Banerjee,Male
Ishaan,Sen,Male
Jaya,Moitra,Female
Nabaneeta,Kundu,Female
Pradip,DuttaChoudhury,Male
Qayum,Sinha,Male
Velan,Chowdhury,Male
Arindam,GhoshDastidar,Male
Oishani,Mukherjee,Female
Puja,Chakrabarti,Female
Indranil,Pal,Male
Hiranmay,Banerji,Male
Zahir,Naskar,Male
Jharna,Ali,Female
Qamar,Kundu,Male
Pradip,Adhikary,Male
Manoj,Banerji,Male
Gouranga,Bandyopadhyay,Male
Utpal,Barik,Male
Rupali,Sultana,Female
Kaushik,Poddar,Male
Gulshan,Barik,Male
Xarina,SenGupta,Female
Sourav,Sinha,Male
Arpan,Kundu,Male
Enakshi,Mazumder,Female
Bappa,Mitra,Male
Lopamudra,Rahman,Female
Debjit,Basak,Male
Manas,Adhikary,Male
Qayum,Barik,Male
Varun,Datta,Male
Dwij,Moitra,Male
Ranjit,Sekhar,Male
Mrinmayee,Pramanik,Female
Suchitra,Sikdar,Female
Ishaan,Karmakar,Male
Vikram,Munshi,Male
Mrinmoy,Majumdar,Male
Mitali,Dey,Female
Mrinmayee,Kar,Female
Goutam,Mukherjee,Male
Enakshi,Ray,Female
Dwaipayan,Mandal,Male
Tuhina,SenGupta,Female
Laxmi,Chakrabarti,Female
Esha,Datta,Female
Ritwik,Ghoshal,Male
Arindam,Chatterjee,Male
Mrinmoy,Barua,Male
Gopal,Ghoshal,Male
Velan,Naskar,Male
Sweta,Paul,Female
Oindrila,Dutta,Female
Namita,Bhuiyan,Female
Payel,Nandi,Female
Sweta,Hossain,Female
Sourav,Chakraborty,Male
Rupak,Mandal,Male
Tithi,Mazumder,Female
Krittika,Moitra,Female
Wasim,Bandyopadhyay,Male
Anik,Mitra,Male
Esha,Khan,Female
Puja,Mitra,Female
Xavier,Poddar,Male
Bappa,Sinha,Male
Vikram,Sinha,Male
Nikhil,Chowdhury,Male
Suchitra,Ali,Female
Eshani,Lodh,Female
Dwaipayan,Datta,Male
Soma,Paul,Female
Bishal,Chakma,Male
Pritha,Hossain,Female
Rupam,Basak,Male
Tuhina,Bhattacharya,Female
Ritwik,Sen,Male
Payel,DuttaChoudhury,Female
Dipankar,Sen,Male
Nabamita,Bhowmik,Female
Zinia,Gazi,Female
Gourab,Mazumder,Male
Kamal,Chakravarty,Male
Kaushik,Mazumder,Male
Suchismita,Bhowmik,Female
Gargi,Chakrabarti,Female
Subhash,Rahman,Male
Partha,Bandyopadhyay,Male
Zinia,Sultana,Female
Laboni,Hossain,Female
Purnima,Bandyopadhyay,Female
Qamar,Gazi,Male
Arindam,Chakrabarti,Male
Himadri,Mazumdar,Male
Ipsita,Barai,Female
Enakshi,Adhikary,Female
Nirupam,Basak,Male
Oindrila,Sheikh,Female
Liton,Datta,Male
Nabamita,Mukherjee,Female
Manisha,Chakravarty,Female
Kaushik,Barua,Male
Rimi,Talukdar,Female
Laboni,Khan,Female
Suchitra,Barua,Female
Tapas,Majumdar,Male
Himadri,Saha,Male
Yash,Basak,Male
Ritwik,Dutta,Male
Ishita,Basu,Female
Sweta,Bagchi,Female
Lopamudra,Chakma,Female
Farhanul,Dey,Male
Tushar,Basu,Male
Madhumita,Talukdar,Female
Pihu,Mitra,Female
Manoj,Rahman,Male
Zarin,Rahman,Female
Madhumita,Bhattacharya,Female
Oishani,Bhattacharya,Female
Aritra,Saha,Male
Mithun,Lodh,Male
Farhanul,Chakravarty,Male
Quadir,Ray,Male
Ipsita,Bhattacharya,Female
Riya,Gazi,Female
Zahir,Mandal,Male
Kamal,Gazi,Male
Niladri,Poddar,Male
Yash,Paul,Male
Suchitra,SenGupta,Female
Sudip,Khatun,Male
Pratik,Chakraborty,Male
Komal,Sekhar,Female
Purnima,Mukherjee,Female
Harsha,Chakraborty,Female
Deep,Poddar,Male
Subhash,Kundu,Male
Rimi,Moitra,Female
Wahid,Mandal,Male
Lopamudra,Hossain,Female
Kaberi,Sinha,Female
Gargi,Koley,Female
Harsha,Munshi,Female
Nabamita,DuttaChoudhury,Female
Harsha,Bagchi,Female
Sourav,Munshi,Male
Kaushik,Munshi,Male
Dwaipayan,Kar,Male
Nabaneeta,Jana,Female
Yash,Ghosh,Male
Varun,Pal,Male
Anik,Chakma,Male
Manisha,Bera,Female
Wahid,Dutta,Male
Nikhil,Ali,Male
Dibakar,Paul,Male
Suchismita,Bandyopadhyay,Female
Esha,Mitra,Female
Partha,Mazumder,Male
Rupak,Sikdar,Male
Payel,Barai,Female
Puja,Malakar,Female
Indranil,Saha,Male
Dwaipayan,Dey,Male
Yash,Chakrabarti,Male
Zarin,Sekhar,Female
Kaberi,Chakraborty,Female
Niladri,Chowdhury,Male
Payel,Sarkar,Female
Yogesh,Chowdhury,Male
Aritra,Sinha,Male
Dibakar,Chakravarty,Male
Esha,SenGupta,Female
Niladri,Ghoshal,Male
Yasmin,Sengupto,Female
Nabaneeta,Bandyopadhyay,Female
Tina,Mitra,Female
Nabamita,SenGupta,Female
Suchismita,Sen,Female
Koel,Dey,Female
Deepto,Mukhopadhyay,Male
Sudip,Poddar,Male
Kajal,Sheikh,Female
Laxmi,Rahman,Female
Dwaipayan,Talukdar,Male
Zarin,Mitra,Female
Indranil,Bhattacharya,Male
Tuhina,Barik,Female
Namita,Dey,Female
Nikhil,Ghoshal,Male
Joydeep,Munshi,Male
Rimi,Ali,Female
Tumpa,Mukherjee,Female
Kaberi,GhoshDastidar,Female
Bikram,Sinha,Male
Manisha,Mazumdar,Female
Oishani,Chakraborty,Female
Madhuri,Basak,Female
Warisha,Chatterjee,Female
Jharna,Gazi,Female
Purnima,Sekhar,Female
Elina,Banerjee,Female
Chandan,Moitra,Male
Mrinmoy,Sengupto,Male
Rukmini,Talukdar,Female
Deepto,Ganguly,Male
Gargi,Barik,Female
Nabendu,Roychowdhury,Male
Manoj,Sikdar,Male
Nabaneeta,Khan,Female
Kaushik,Chakraborty,Male
Gulshan,Malakar,Male
Lopamudra,Nandi,Female
Dipankar,Basak,Male
Oishani,Mazumder,Female
Goutam,Chakma,Male
Upoma,Sengupto,Female
Sweta,Moitra,Female
Moumita,Datta,Female
Yogesh,Rahman,Male
Bikram,Chakravarty,Male
Liton,Jana,Male
Dipankar,Deb,Male
Bappa,Chakma,Male
Kaberi,Sekhar,Female
Ranjit,Saha,Male
Jaya,Nandi,Female
Jharna,Ganguly,Female
Biplab,Munshi,Male
Soma,Banerjee,Female
Soma,Talukdar,Female
Sudip,Datta,Male
Puja,Ghoshal,Female
Tapas,Moitra,Male
Hrithik,Das,Male
Vikram,Banerjee,Male
Ranjit,Ali,Male
Sweta,Roy,Female
Nabamita,Hossain,Female
Partha,Banerjee,Male
Tina,Sheikh,Female
Swapan,Ali,Male
Xavier,Karmakar,Male
Joydeep,Majumdar,Male
Kaushik,Mukhopadhyay,Male
Qamar,Banerjee,Male
Partha,Mitra,Male
Namita,Datta,Female
Somnath,Talukdar,Male
Oishani,Naskar,Female
Koel,Chakravarty,Female
Nikhil,Sengupta,Male
Varun,Khan,Male
Subhajit,SenGupta,Male
Indrani,Halder,Female
Sweta,Datta,Female
Gopal,Rahman,Male
Subhajit,Lodh,Male
Dwij,Bagchi,Male
Yash,Chakraborty,Male
Himadri,Munshi,Male
Puja,Ghosh,Female
Animesh,Chakrabarti,Male
Lipika,Munshi,Female
Komal,Malakar,Female
Subhasis,Jana,Male
Animesh,Koley,Male
Anik,Koley,Male
Palash,Chakraborty,Male
Subhasis,Moitra,Male
Aritra,Paul,Male
Animesh,Biswas,Male
Rima,Barai,Female
Upoma,Rahman,Female
Deep,Saha,Male
Sudip,Sengupto,Male
Quadir,Lodh,Male
Rupam,Mazumder,Male
Jayanta,Bandyopadhyay,Male
Aritra,Ghoshal,Male
Yash,Moitra,Male
Jharna,Lodh,Female
Somnath,Majumdar,Male
Palash,Khatun,Male
Aritra,Halder,Male
Bappa,Karmakar,Male
Dipankar,Biswas,Male
Tumpa,Dey,Female
Deep,Chatterjee,Male
Hiranmay,Khan,Male
Rimi,Banerjee,Female
Gargi,Hossain,Female
